fam	genome
RLC11513	b73
RLC11514	b73
RLC11527	b73
RLC11535	b73
RLC11544	b73
RLC11554	b73
RLC11584	b73
RLC11594	b73
RLC11601	b73
RLC11605	b73
RLC11623	b73
RLC11624	b73
RLC11626	b73
RLC11630	b73
RLC11635	b73
RLC11654	b73
RLC11661	b73
RLC11669	b73
RLC11675	b73
RLC11679	b73
RLC11682	b73
RLC11684	b73
RLC11699	b73
RLC11715	b73
RLC11716	b73
RLC11729	b73
RLC11740	b73
RLC11742	b73
RLC11745	b73
RLC11753	b73
RLC11764	b73
RLC11776	b73
RLC11777	b73
RLC11790	b73
RLC11798	b73
RLC11806	b73
RLC11815	b73
RLC11832	b73
RLC11833	b73
RLC11837	b73
RLC11853	b73
RLC11858	b73
RLC11896	b73
RLC11905	b73
RLC11913	b73
RLC11934	b73
RLC11991	b73
RLC12002	b73
RLC12006	b73
RLC12092	b73
RLC12127	b73
RLC12183	b73
RLC12203	b73
RLC12221	b73
RLC12226	b73
RLC12267	b73
RLC12288	b73
RLC12297	b73
RLC12300	b73
RLC12308	b73
RLC12315	b73
RLC12328	b73
RLC12338	b73
RLC12339	b73
RLC12344	b73
RLC12360	b73
RLC12372	b73
RLC12388	b73
RLC12397	b73
RLC12402	b73
RLC12430	b73
RLC12456	b73
RLC12490	b73
RLC12498	b73
RLC12502	b73
RLC12504	b73
RLC12514	b73
RLC12532	b73
RLC12545	b73
RLC12563	b73
RLC12569	b73
RLC12570	b73
RLC12583	b73
RLC12589	b73
RLC12594	b73
RLC12614	b73
RLC12634	b73
RLC12638	b73
RLC12639	b73
RLC12641	b73
RLC12642	b73
RLC12669	b73
RLC12678	b73
RLC12680	b73
RLC12685	b73
RLC12705	b73
RLC12719	b73
RLC12720	b73
RLC12751	b73
RLC12758	b73
RLC12764	b73
RLC12767	b73
RLC12773	b73
RLC12778	b73
RLC12782	b73
RLC12785	b73
RLC12801	b73
RLC12805	b73
RLC12879	b73
RLC12887	b73
RLC12896	b73
RLC12922	b73
RLC12930	b73
RLC12956	b73
RLC12977	b73
RLC13018	b73
RLC13036	b73
RLC13042	b73
RLC13047	b73
RLC13051	b73
RLC13062	b73
RLC13068	b73
RLC13121	b73
RLC13129	b73
RLC13145	b73
RLC13195	b73
RLC13203	b73
RLC13204	b73
RLC13207	b73
RLC13217	b73
RLC13239	b73
RLC13254	b73
RLC13262	b73
RLC13302	b73
RLC13325	b73
RLC13398	b73
RLC13411	b73
RLC13483	b73
RLC13503	b73
RLC13509	b73
RLC13543	b73
RLC13546	b73
RLC13603	b73
RLC13604	b73
RLC13613	b73
RLC13618	b73
RLC13643	b73
RLC13649	b73
RLC13655	b73
RLC13658	b73
RLC13683	b73
RLC13693	b73
RLC13702	b73
RLC13741	b73
RLC13762	b73
RLC13766	b73
RLC13783	b73
RLC13814	b73
RLC13817	b73
RLC13827	b73
RLC13836	b73
RLC13837	b73
RLC13839	b73
RLC13854	b73
RLC13857	b73
RLC13874	b73
RLC13876	b73
RLC13885	b73
RLC13898	b73
RLC13921	b73
RLC13934	b73
RLC13942	b73
RLC13957	b73
RLC13962	b73
RLC13981	b73
RLC13985	b73
RLC13987	b73
RLC14010	b73
RLC14024	b73
RLC14035	b73
RLC14037	b73
RLC14038	b73
RLC14044	b73
RLC14047	b73
RLC14063	b73
RLC14069	b73
RLC14075	b73
RLC14080	b73
RLC14081	b73
RLC14097	b73
RLC14102	b73
RLC14115	b73
RLC14116	b73
RLC14117	b73
RLC14118	b73
RLC14122	b73
RLC14132	b73
RLC14143	b73
RLC14155	b73
RLC14167	b73
RLC14176	b73
RLC14191	b73
RLC14193	b73
RLC14224	b73
RLC14231	b73
RLC14239	b73
RLC14240	b73
RLC14242	b73
RLC14245	b73
RLC14248	b73
RLC14249	b73
RLC14258	b73
RLC14265	b73
RLC14288	b73
RLC14293	b73
RLC14313	b73
RLC14314	b73
RLC14318	b73
RLC14339	b73
RLC14340	b73
RLC14346	b73
RLC14353	b73
RLC14354	b73
RLC14389	b73
RLC14394	b73
RLC14403	b73
RLC14405	b73
RLC14429	b73
RLC14430	b73
RLC14432	b73
RLC14434	b73
RLC14439	b73
RLC14479	b73
RLC14495	b73
RLC14514	b73
RLC14518	b73
RLC14566	b73
RLC14590	b73
RLC14591	b73
RLC14629	b73
RLC14654	b73
RLC14673	b73
RLC14766	b73
RLC14783	b73
RLC14792	b73
RLC14819	b73
RLC14832	b73
RLC14899	b73
RLC14930	b73
RLC14957	b73
RLC14962	b73
RLC14979	b73
RLC14992	b73
RLC15002	b73
RLC15007	b73
RLC15010	b73
RLC15020	b73
RLC15038	b73
RLC15062	b73
RLC15070	b73
RLC15072	b73
RLC15148	b73
RLC15152	b73
RLC15158	b73
RLC15161	b73
RLC15163	b73
RLC15174	b73
RLC15189	b73
RLC15217	b73
RLC15230	b73
RLC15240	b73
RLC15241	b73
RLC15244	b73
RLC15280	b73
RLC15289	b73
RLC15309	b73
RLC15326	b73
RLC15328	b73
RLC15332	b73
RLC15342	b73
RLC15354	b73
RLC15374	b73
RLC15381	b73
RLC15409	b73
RLC15437	b73
RLC15449	b73
RLC15450	b73
RLC15452	b73
RLC15453	b73
RLC15455	b73
RLC15457	b73
RLC15461	b73
RLC15464	b73
RLC15470	b73
RLC15471	b73
RLC15483	b73
RLC15488	b73
RLC15498	b73
RLC15505	b73
RLC15514	b73
RLC15520	b73
RLC15521	b73
RLC15539	b73
RLC15540	b73
RLC15543	b73
RLC15560	b73
RLC15576	b73
RLC15587	b73
RLC15627	b73
RLC15628	b73
RLC15640	b73
RLC15653	b73
RLC15672	b73
RLC15686	b73
RLC15692	b73
RLC15698	b73
RLC15731	b73
RLC15733	b73
RLC15745	b73
RLC15756	b73
RLC15768	b73
RLC15773	b73
RLC15774	b73
RLC15818	b73
RLC15822	b73
RLC15849	b73
RLC15851	b73
RLC15868	b73
RLC15893	b73
RLC15895	b73
RLC15909	b73
RLC15934	b73
RLC15964	b73
RLC15982	b73
RLC16058	b73
RLC16069	b73
RLC16073	b73
RLC16079	b73
RLC16101	b73
RLC16102	b73
RLC16111	b73
RLC16120	b73
RLC16184	b73
RLC16189	b73
RLC16208	b73
RLC16274	b73
RLC16330	b73
RLC16346	b73
RLC16364	b73
RLC16379	b73
RLC16383	b73
RLC16392	b73
RLC16393	b73
RLC16411	b73
RLC16412	b73
RLC16418	b73
RLC16421	b73
RLC16430	b73
RLC16438	b73
RLC16459	b73
RLC16468	b73
RLC16474	b73
RLC16475	b73
RLC16481	b73
RLC16487	b73
RLC16488	b73
RLC16516	b73
RLC16562	b73
RLC16563	b73
RLC16565	b73
RLC16566	b73
RLC16582	b73
RLC16611	b73
RLC16626	b73
RLC16638	b73
RLC16641	b73
RLC16645	b73
RLC16647	b73
RLC16654	b73
RLC16662	b73
RLC16676	b73
RLC16682	b73
RLC16683	b73
RLC16685	b73
RLC16686	b73
RLC16691	b73
RLC16697	b73
RLC16704	b73
RLC16715	b73
RLC16719	b73
RLC16722	b73
RLC16753	b73
RLC16786	b73
RLC16791	b73
RLC16804	b73
RLC16808	b73
RLC16815	b73
RLC16842	b73
RLC16862	b73
RLC16879	b73
RLC16894	b73
RLC16902	b73
RLC16905	b73
RLC16909	b73
RLC16919	b73
RLC16946	b73
RLC16951	b73
RLC16962	b73
RLC16969	b73
RLC16975	b73
RLC16986	b73
RLC16992	b73
RLC16993	b73
RLC16996	b73
RLC16999	b73
RLC17015	b73
RLC17021	b73
RLC17028	b73
RLC17039	b73
RLC17053	b73
RLC17062	b73
RLC17077	b73
RLC17083	b73
RLC17085	b73
RLC17095	b73
RLC17098	b73
RLC17115	b73
RLC17122	b73
RLC17162	b73
RLC17167	b73
RLC17172	b73
RLC17176	b73
RLC17181	b73
RLC17186	b73
RLC17195	b73
RLC17198	b73
RLC17218	b73
RLC17227	b73
RLC17229	b73
RLC17234	b73
RLC17257	b73
RLC17272	b73
RLC17275	b73
RLC17276	b73
RLC17277	b73
RLC17281	b73
RLC17286	b73
RLC17287	b73
RLC17293	b73
RLC17315	b73
RLC17321	b73
RLC17332	b73
RLC17339	b73
RLC17352	b73
RLC17357	b73
RLC17360	b73
RLC17367	b73
RLC17382	b73
RLC17403	b73
RLC17406	b73
RLC17418	b73
RLC17422	b73
RLC17454	b73
RLC17461	b73
RLC17462	b73
RLC17476	b73
RLC17482	b73
RLC17493	b73
RLC17496	b73
RLC17505	b73
RLC17523	b73
RLC17526	b73
RLC17543	b73
RLC17566	b73
RLC17575	b73
RLC17576	b73
RLC17579	b73
RLC17591	b73
RLC17594	b73
RLC17597	b73
RLC17598	b73
RLC17639	b73
RLC17645	b73
RLC17646	b73
RLC17648	b73
RLC17649	b73
RLC17652	b73
RLC17664	b73
RLC17666	b73
RLC17679	b73
RLC17695	b73
RLC17717	b73
RLC17723	b73
RLC17755	b73
RLC17758	b73
RLC17764	b73
RLC17770	b73
RLC17772	b73
RLC17779	b73
RLC17780	b73
RLC17781	b73
RLC17792	b73
RLC17799	b73
RLC17815	b73
RLC17830	b73
RLC17846	b73
RLC17848	b73
RLC17850	b73
RLC17859	b73
RLC17864	b73
RLC17897	b73
RLC17898	b73
RLC17945	b73
RLC17946	b73
RLC17960	b73
RLC17961	b73
RLC17963	b73
RLC17968	b73
RLC17971	b73
RLC17975	b73
RLC17995	b73
RLC17999	b73
RLC18021	b73
RLC18024	b73
RLC18026	b73
RLC18030	b73
RLC18038	b73
RLC18040	b73
RLC18056	b73
RLC18058	b73
RLC18077	b73
RLC18111	b73
RLC18117	b73
RLC18138	b73
RLC18143	b73
RLC18154	b73
RLC18160	b73
RLC18167	b73
RLC18172	b73
RLC18180	b73
RLC18184	b73
RLC18185	b73
RLC18186	b73
RLC18201	b73
RLC18202	b73
RLC18205	b73
RLC18213	b73
RLC18215	b73
RLC18230	b73
RLC18252	b73
RLC18258	b73
RLC18260	b73
RLC18281	b73
RLC18283	b73
RLC18286	b73
RLC18288	b73
RLC18291	b73
RLC18294	b73
RLC18295	b73
RLC18296	b73
RLC18297	b73
RLC18300	b73
RLC18307	b73
RLC18311	b73
RLC18317	b73
RLC18320	b73
RLC18334	b73
RLC18335	b73
RLC18336	b73
RLC18341	b73
RLC18342	b73
RLC18343	b73
RLC18376	b73
RLC18393	b73
RLC18394	b73
RLC18398	b73
RLC18405	b73
RLC18418	b73
RLC18421	b73
RLC18436	b73
RLC18439	b73
RLC18444	b73
RLC18463	b73
RLC18465	b73
RLC18474	b73
RLC18478	b73
RLC18480	b73
RLC18482	b73
RLC18488	b73
RLC18489	b73
RLC18490	b73
RLC18504	b73
RLC18508	b73
RLC18511	b73
RLC18515	b73
RLC18516	b73
RLC18518	b73
RLC18519	b73
RLC18522	b73
RLC18537	b73
RLC18544	b73
RLC18545	b73
RLC18548	b73
RLC18551	b73
RLC18552	b73
RLC18557	b73
RLC18560	b73
RLC18584	b73
RLC18589	b73
RLC18593	b73
RLC18600	b73
RLC18608	b73
RLC18615	b73
RLC18621	b73
RLC18651	b73
RLC18661	b73
RLC18678	b73
RLC18679	b73
RLC18689	b73
RLC18691	b73
RLC18692	b73
RLC18700	b73
RLC18708	b73
RLC18720	b73
RLC18722	b73
RLC18723	b73
RLC18726	b73
RLC18732	b73
RLC18733	b73
RLC18741	b73
RLC18745	b73
RLC18747	b73
RLC18748	b73
RLC18766	b73
RLC18776	b73
RLC18791	b73
RLC18792	b73
RLC18793	b73
RLC18798	b73
RLC18801	b73
RLC18807	b73
RLC18809	b73
RLC18810	b73
RLC18811	b73
RLC18814	b73
RLC18819	b73
RLC18827	b73
RLC18841	b73
RLC18850	b73
RLC18857	b73
RLC18859	b73
RLC18868	b73
RLC18877	b73
RLC18878	b73
RLC18883	b73
RLC18886	b73
RLC18888	b73
RLC18890	b73
RLC18900	b73
RLC18908	b73
RLC18924	b73
RLC18926	b73
RLC18942	b73
RLC18953	b73
RLC18957	b73
RLC18967	b73
RLC18969	b73
RLC18987	b73
RLC18992	b73
RLC19005	b73
RLC19007	b73
RLC19010	b73
RLC19014	b73
RLC19015	b73
RLC19030	b73
RLC19036	b73
RLC19037	b73
RLC19041	b73
RLC19046	b73
RLC19066	b73
RLC19068	b73
RLC19069	b73
RLC19081	b73
RLC19082	b73
RLC19092	b73
RLC19099	b73
RLC19101	b73
RLC19107	b73
RLC19111	b73
RLC19115	b73
RLC19117	b73
RLC19122	b73
RLC19125	b73
RLC19131	b73
RLC19133	b73
RLC19134	b73
RLC19140	b73
RLC19142	b73
RLC19143	b73
RLC19145	b73
RLC19149	b73
RLC19152	b73
RLC19153	b73
RLC19160	b73
RLC19162	b73
RLC19179	b73
RLC19180	b73
RLC19185	b73
RLC19188	b73
RLC19190	b73
RLC19191	b73
RLC19193	b73
RLC19195	b73
RLC19198	b73
RLC19210	b73
RLC19211	b73
RLC19212	b73
RLC19213	b73
RLC19226	b73
RLC19228	b73
RLC19241	b73
RLC19242	b73
RLC19276	b73
RLC19292	b73
RLC19304	b73
RLC19308	b73
RLC19315	b73
RLC19316	b73
RLC19317	b73
RLC19324	b73
RLC19343	b73
RLC19346	b73
RLC19360	b73
RLC19365	b73
RLC19366	b73
RLC19369	b73
RLC19384	b73
RLC19388	b73
RLC19390	b73
RLC19414	b73
RLC19427	b73
RLC19428	b73
RLC19432	b73
RLC19442	b73
RLC19485	b73
RLC19486	b73
RLC19504	b73
RLC19509	b73
RLC19512	b73
RLC19535	b73
RLC19548	b73
RLC19563	b73
RLC19564	b73
RLC19566	b73
RLC19579	b73
RLC19610	b73
RLC19612	b73
RLC19630	b73
RLC19634	b73
RLC19642	b73
RLC19653	b73
RLC19655	b73
RLC19663	b73
RLC19665	b73
RLC19681	b73
RLC19692	b73
RLC19701	b73
RLC19703	b73
RLC19705	b73
RLC19706	b73
RLC19707	b73
RLC19712	b73
RLC19717	b73
RLC19765	b73
RLC19781	b73
RLC19786	b73
RLC19787	b73
RLC19788	b73
RLC19798	b73
RLC19809	b73
RLC19829	b73
RLC19830	b73
RLC19849	b73
RLC19864	b73
RLC19867	b73
RLC19911	b73
RLC19913	b73
RLC19928	b73
RLC19945	b73
RLC19959	b73
RLC19965	b73
RLC19968	b73
RLC19988	b73
RLC19989	b73
RLC20002	b73
RLC20003	b73
RLC20008	b73
RLC20012	b73
RLC20018	b73
RLC20019	b73
RLC20021	b73
RLC20024	b73
RLC20028	b73
RLC20031	b73
RLC20035	b73
RLC20079	b73
RLC20100	b73
RLC20101	b73
RLC20104	b73
RLC20120	b73
RLC20125	b73
RLC20134	b73
RLC20144	b73
RLC20146	b73
RLC20149	b73
RLC20150	b73
RLC20161	b73
RLC20164	b73
RLC20170	b73
RLC20176	b73
RLC20178	b73
RLC20182	b73
RLC20202	b73
RLC20217	b73
RLC20218	b73
RLC20224	b73
RLC20234	b73
RLC20242	b73
RLC20252	b73
RLC20263	b73
RLC20295	b73
RLC20300	b73
RLC20332	b73
RLC20344	b73
RLC20351	b73
RLC20352	b73
RLC20361	b73
RLC20387	b73
RLC20392	b73
RLC20394	b73
RLC20396	b73
RLC20404	b73
RLC20407	b73
RLC20419	b73
RLC20420	b73
RLC20458	b73
RLC20462	b73
RLC20465	b73
RLC20496	b73
RLC20501	b73
RLC20540	b73
RLC20542	b73
RLC20545	b73
RLC20556	b73
RLC20561	b73
RLC20575	b73
RLC20577	b73
RLC20579	b73
RLC20588	b73
RLC20592	b73
RLC20594	b73
RLC20599	b73
RLC20621	b73
RLC20629	b73
RLC20631	b73
RLC20632	b73
RLC20633	b73
RLC20637	b73
RLC20651	b73
RLC20683	b73
RLC20692	b73
RLC20696	b73
RLC20704	b73
RLC20708	b73
RLC20716	b73
RLC20723	b73
RLC20744	b73
RLC20747	b73
RLC20749	b73
RLC20752	b73
RLC20762	b73
RLC20767	b73
RLC20777	b73
RLC20786	b73
RLC20793	b73
RLC20796	b73
RLC20800	b73
RLC20805	b73
RLC20807	b73
RLC20820	b73
RLC20821	b73
RLC20826	b73
RLC20827	b73
RLC20844	b73
RLC20864	b73
RLC20890	b73
RLC20891	b73
RLC20912	b73
RLC20913	b73
RLC20915	b73
RLC20923	b73
RLC20926	b73
RLC20930	b73
RLC20935	b73
RLC20936	b73
RLC20938	b73
RLC20947	b73
RLC20954	b73
RLC20958	b73
RLC20961	b73
RLC20962	b73
RLC20971	b73
RLC20977	b73
RLC20980	b73
RLC20983	b73
RLC20988	b73
RLC20990	b73
RLC20998	b73
RLC20999	b73
RLC21013	b73
RLC21021	b73
RLC21023	b73
RLC21024	b73
RLC21029	b73
RLC21034	b73
RLC21036	b73
RLC21042	b73
RLC21045	b73
RLC21060	b73
RLC21067	b73
RLC21071	b73
RLC21073	b73
RLC21078	b73
RLC21083	b73
RLC21084	b73
RLC21088	b73
RLC21089	b73
RLC21091	b73
RLC21099	b73
RLC21113	b73
RLC21118	b73
RLC21125	b73
RLC21127	b73
RLC21137	b73
RLC21144	b73
RLC21145	b73
RLC21146	b73
RLC21157	b73
RLC21183	b73
RLC21192	b73
RLC21196	b73
RLC21197	b73
RLC21199	b73
RLC21218	b73
RLC21221	b73
RLC21236	b73
RLC21241	b73
RLC21252	b73
RLC21263	b73
RLC21264	b73
RLC21269	b73
RLC21280	b73
RLC21289	b73
RLC21297	b73
RLC21298	b73
RLC21299	b73
RLC21307	b73
RLC21309	b73
RLC21330	b73
RLC21344	b73
RLC21372	b73
RLC21391	b73
RLC21394	b73
RLC21414	b73
RLC21419	b73
RLC21440	b73
RLC21448	b73
RLC21452	b73
RLC21457	b73
RLC21458	b73
RLC21488	b73
RLC21489	b73
RLC21490	b73
RLC21493	b73
RLC21502	b73
RLC21506	b73
RLC21508	b73
RLC21519	b73
RLC21523	b73
RLC21526	b73
RLC21527	b73
RLC21532	b73
RLC21534	b73
RLC21535	b73
RLC21543	b73
RLC21548	b73
RLC21549	b73
RLC21550	b73
RLC21551	b73
RLC21552	b73
RLC21559	b73
RLC21560	b73
RLC21569	b73
RLC21579	b73
RLC21582	b73
RLC21596	b73
RLC21601	b73
RLC21604	b73
RLC21607	b73
RLC21610	b73
RLC21614	b73
RLC21619	b73
RLC21622	b73
RLC21627	b73
RLC21628	b73
RLC21638	b73
RLC21639	b73
RLC21647	b73
RLC21658	b73
RLC21663	b73
RLC21665	b73
RLC21669	b73
RLC21673	b73
RLC21678	b73
RLC21691	b73
RLC21704	b73
RLC21722	b73
RLC21775	b73
RLC21785	b73
RLC21815	b73
RLC21816	b73
RLC21821	b73
RLC21823	b73
RLC21825	b73
RLC21827	b73
RLC21839	b73
RLC21840	b73
RLC21841	b73
RLC21851	b73
RLC21854	b73
RLC21869	b73
RLC21870	b73
RLC21878	b73
RLC21889	b73
RLC21895	b73
RLC21901	b73
RLC21904	b73
RLC21905	b73
RLC21937	b73
RLC21942	b73
RLC21957	b73
RLC21969	b73
RLC21977	b73
RLC21979	b73
RLC21993	b73
RLC22032	b73
RLC22037	b73
RLC22059	b73
RLC22094	b73
RLC22102	b73
RLC22103	b73
RLC22110	b73
RLC22120	b73
RLC22123	b73
RLC22139	b73
RLC22145	b73
RLC22150	b73
RLC22153	b73
RLC22164	b73
RLC22177	b73
RLC22186	b73
RLC22189	b73
RLC22195	b73
RLC22196	b73
RLC22212	b73
RLC22218	b73
RLC22223	b73
RLC22226	b73
RLC22227	b73
RLC22239	b73
RLC22251	b73
RLC22254	b73
RLC22262	b73
RLC22268	b73
RLC22284	b73
RLC22307	b73
RLC22332	b73
RLC22342	b73
RLC22366	b73
RLC22416	b73
RLC22419	b73
RLC22453	b73
RLC22459	b73
RLC22482	b73
RLC22484	b73
RLC22496	b73
RLC22502	b73
RLC22506	b73
RLC22507	b73
RLC22508	b73
RLC22512	b73
RLC22513	b73
RLC22514	b73
RLC22515	b73
RLC22518	b73
RLC22532	b73
RLC22540	b73
RLC22548	b73
RLC22551	b73
RLC22562	b73
RLC22564	b73
RLC22567	b73
RLC22571	b73
RLC22584	b73
RLC22588	b73
RLC22591	b73
RLC22594	b73
RLC22612	b73
RLC22625	b73
RLC22633	b73
RLC22655	b73
RLC22674	b73
RLC22681	b73
RLC22690	b73
RLC22710	b73
RLC22752	b73
RLC22804	b73
RLC22830	b73
RLC22832	b73
RLC22834	b73
RLC22842	b73
RLC22843	b73
RLC22850	b73
RLC22907	b73
RLC22908	b73
RLC22918	b73
RLC22922	b73
RLC22932	b73
RLC22934	b73
RLC22935	b73
RLC22936	b73
RLC22938	b73
RLC22940	b73
RLC22952	b73
RLC22973	b73
RLC22977	b73
RLC22978	b73
RLC22979	b73
RLC22999	b73
RLC23006	b73
RLC23007	b73
RLC23009	b73
RLC23019	b73
RLC23026	b73
RLC23044	b73
RLC23048	b73
RLC23062	b73
RLC23065	b73
RLC23067	b73
RLC23075	b73
RLC23076	b73
RLC23078	b73
RLC23080	b73
RLC23087	b73
RLC23102	b73
RLC23108	b73
RLC23112	b73
RLC23126	b73
RLC23131	b73
RLC23144	b73
RLC23152	b73
RLC23213	b73
RLC23215	b73
RLC23235	b73
RLC23241	b73
RLC23254	b73
RLC23276	b73
RLC23290	b73
RLC23294	b73
RLC23315	b73
RLC23330	b73
RLC23332	b73
RLC23335	b73
RLC23337	b73
RLC23339	b73
RLC23358	b73
RLC23372	b73
RLC23387	b73
RLC23397	b73
RLC23401	b73
RLC23410	b73
RLC23420	b73
RLC23427	b73
RLC23429	b73
RLC23431	b73
RLC23436	b73
RLC23450	b73
RLC23453	b73
RLC23454	b73
RLC23455	b73
RLC23459	b73
RLC23469	b73
RLC23490	b73
RLC23514	b73
RLC23574	b73
RLC23612	b73
RLC23662	b73
RLC23665	b73
RLC23680	b73
RLC23683	b73
RLC23713	b73
RLC23717	b73
RLC23724	b73
RLC23725	b73
RLC23727	b73
RLC23728	b73
RLC23751	b73
RLC23757	b73
RLC23758	b73
RLC23766	b73
RLC23768	b73
RLC23770	b73
RLC23771	b73
RLC23772	b73
RLC23793	b73
RLC23800	b73
RLC23806	b73
RLC23811	b73
RLC23813	b73
RLC23822	b73
RLC23824	b73
RLC23825	b73
RLC23826	b73
RLC23835	b73
RLC23839	b73
RLC23841	b73
RLC23843	b73
RLC23856	b73
RLC23860	b73
RLC23865	b73
RLC23867	b73
RLC23890	b73
RLC23891	b73
RLC23895	b73
RLC23902	b73
RLC23903	b73
RLC23911	b73
RLC23913	b73
RLC23914	b73
RLC23919	b73
RLC23925	b73
RLC23931	b73
RLC23935	b73
RLC23944	b73
RLC23947	b73
RLC23975	b73
RLC23989	b73
RLC24018	b73
RLC24038	b73
RLC24112	b73
RLC24121	b73
RLC24167	b73
RLC24172	b73
RLC24174	b73
RLC24178	b73
RLC24179	b73
RLC24184	b73
RLC24185	b73
RLC24190	b73
RLC24193	b73
RLC24197	b73
RLC24201	b73
RLC24204	b73
RLC24209	b73
RLC24215	b73
RLC24216	b73
RLC24238	b73
RLC24241	b73
RLC24242	b73
RLC24250	b73
RLC24258	b73
RLC24259	b73
RLC24264	b73
RLC24266	b73
RLC24277	b73
RLC24295	b73
RLC24299	b73
RLC24303	b73
RLC24305	b73
RLC24320	b73
RLC24323	b73
RLC24358	b73
RLC24360	b73
RLC24366	b73
RLC24369	b73
RLC24370	b73
RLC24372	b73
RLC24373	b73
RLC24383	b73
RLC24400	b73
RLC24404	b73
RLC24425	b73
RLC24429	b73
RLC24458	b73
RLC24468	b73
RLC24480	b73
RLC24481	b73
RLC24494	b73
RLC24514	b73
RLC24526	b73
RLC24529	b73
RLC24542	b73
RLC24543	b73
RLC24544	b73
RLC24590	b73
RLC24594	b73
RLC24595	b73
RLC24623	b73
RLC24630	b73
RLC24631	b73
RLC24643	b73
RLC24646	b73
RLC24654	b73
RLC24655	b73
RLC24657	b73
RLC24658	b73
RLC24660	b73
RLC24662	b73
RLC24668	b73
RLC24669	b73
RLC24674	b73
RLC24678	b73
RLC24684	b73
RLC24686	b73
RLC24689	b73
RLC24693	b73
RLC24694	b73
RLC24699	b73
RLC24704	b73
RLC24707	b73
RLC24711	b73
RLC24717	b73
RLC24725	b73
RLC24727	b73
RLC24728	b73
RLC24734	b73
RLC24737	b73
RLC24740	b73
RLC24745	b73
RLC24761	b73
RLC24767	b73
RLC24777	b73
RLC24794	b73
RLC24802	b73
RLC24806	b73
RLC24815	b73
RLC24824	b73
RLC24840	b73
RLC24843	b73
RLC24845	b73
RLC24851	b73
RLC24853	b73
RLC24854	b73
RLC24861	b73
RLC24862	b73
RLC24884	b73
RLC24914	b73
RLC24927	b73
RLC24931	b73
RLC24939	b73
RLC24942	b73
RLC24948	b73
RLC24950	b73
RLC24951	b73
RLC24955	b73
RLC24974	b73
RLC24982	b73
RLC24990	b73
RLC25030	w22
RLC25031	w22
RLC25034	w22
RLC25038	w22
RLC25039	w22
RLC25040	w22
RLC25043	w22
RLC25044	w22
RLC25045	w22
RLC25046	w22
RLC25052	w22
RLC25053	w22
RLC25059	w22
RLC25061	w22
RLC25062	w22
RLC25063	w22
RLC25067	w22
RLC25068	w22
RLC25070	w22
RLC25071	w22
RLC25078	w22
RLC25082	w22
RLC25085	w22
RLC25091	w22
RLC25093	w22
RLC25095	w22
RLC25097	w22
RLC25098	w22
RLC25101	w22
RLC25104	w22
RLC25111	w22
RLC25118	w22
RLC25119	w22
RLC25125	w22
RLC25127	w22
RLC25129	w22
RLC25130	w22
RLC25132	w22
RLC25133	w22
RLC25136	w22
RLC25146	w22
RLC25147	w22
RLC25150	w22
RLC25151	w22
RLC25153	w22
RLC25154	w22
RLC25159	w22
RLC25160	w22
RLC25179	w22
RLC25186	w22
RLC25189	w22
RLC25190	w22
RLC25197	w22
RLC25201	w22
RLC25206	w22
RLC25214	w22
RLC25228	w22
RLC25230	w22
RLC25233	w22
RLC25236	w22
RLC25239	w22
RLC25240	w22
RLC25246	w22
RLC25255	w22
RLC25256	w22
RLC25257	w22
RLC25260	w22
RLC25262	w22
RLC25263	w22
RLC25279	w22
RLC25282	w22
RLC25285	w22
RLC25300	w22
RLC25303	w22
RLC25308	w22
RLC25329	w22
RLC25330	w22
RLC25332	w22
RLC25344	w22
RLC25345	w22
RLC25349	w22
RLC25350	w22
RLC25353	w22
RLC25354	w22
RLC25356	w22
RLC25361	w22
RLC25363	w22
RLC25367	w22
RLC25369	w22
RLC25370	w22
RLC25376	w22
RLC25381	w22
RLC25385	w22
RLC25386	w22
RLC25388	w22
RLC25391	w22
RLC25393	w22
RLC25395	w22
RLC25396	w22
RLC25404	w22
RLC25409	w22
RLC25412	w22
RLC25417	w22
RLC25421	w22
RLC25431	w22
RLC25446	w22
RLC25449	w22
RLC25457	w22
RLC25462	w22
RLC25464	w22
RLC25470	w22
RLC25472	w22
RLC25473	w22
RLC25483	w22
RLC25485	w22
RLC25487	w22
RLC25488	w22
RLC25489	w22
RLC25494	w22
RLC25502	w22
RLC25503	w22
RLC25514	w22
RLC25515	w22
RLC25529	w22
RLC25541	w22
RLC25565	w22
RLC25586	w22
RLC25590	w22
RLC25593	w22
RLC25607	w22
RLC25635	w22
RLC25637	w22
RLC25641	w22
RLC25642	w22
RLC25643	w22
RLC25645	w22
RLC25657	w22
RLC25666	w22
RLC25671	w22
RLC25672	w22
RLC25679	w22
RLC25684	w22
RLC25691	w22
RLC25697	w22
RLC25712	w22
RLC25717	w22
RLC25727	w22
RLC25729	w22
RLC25731	w22
RLC25751	w22
RLC25767	w22
RLC25768	w22
RLC25776	w22
RLC25778	w22
RLC25785	w22
RLC25789	w22
RLC25799	w22
RLC25801	w22
RLC25826	w22
RLC25838	w22
RLC25851	w22
RLC25856	w22
RLC25886	w22
RLC25901	w22
RLC25902	w22
RLC25905	w22
RLC25906	w22
RLC25907	w22
RLC25908	w22
RLC25916	w22
RLC25919	w22
RLC25920	w22
RLC25923	w22
RLC25926	w22
RLC25930	w22
RLC25933	w22
